#plotCoverage --outRawCounts
#'chr'	'start'	'end'	'SRR12991870.bam'
NC_045512.2	12892	12893	883.0
NC_045512.2	12893	12894	881.0
NC_045512.2	12894	12895	881.0
NC_045512.2	12895	12896	878.0
NC_045512.2	12896	12897	869.0
NC_045512.2	12897	12898	869.0
NC_045512.2	12898	12899	871.0
NC_045512.2	12899	12900	877.0
NC_045512.2	12900	12901	875.0
NC_045512.2	12901	12902	873.0
NC_045512.2	12902	12903	877.0
NC_045512.2	12903	12904	877.0
NC_045512.2	12904	12905	877.0
NC_045512.2	12905	12906	877.0
NC_045512.2	12906	12907	877.0
NC_045512.2	12907	12908	875.0
NC_045512.2	12908	12909	869.0
NC_045512.2	12909	12910	867.0
NC_045512.2	12910	12911	868.0
NC_045512.2	12911	12912	860.0
NC_045512.2	12912	12913	858.0
NC_045512.2	12913	12914	851.0
NC_045512.2	12914	12915	847.0
NC_045512.2	12915	12916	837.0
NC_045512.2	12916	12917	841.0
NC_045512.2	12917	12918	828.0
NC_045512.2	12918	12919	835.0
NC_045512.2	12919	12920	831.0
NC_045512.2	12920	12921	831.0
NC_045512.2	12921	12922	833.0
NC_045512.2	12922	12923	837.0
NC_045512.2	12923	12924	835.0
NC_045512.2	12924	12925	831.0
NC_045512.2	12925	12926	832.0
NC_045512.2	12926	12927	835.0
NC_045512.2	12927	12928	842.0
NC_045512.2	12928	12929	842.0
NC_045512.2	12929	12930	843.0
NC_045512.2	12930	12931	849.0
NC_045512.2	12931	12932	852.0
NC_045512.2	12932	12933	856.0
NC_045512.2	12933	12934	850.0
NC_045512.2	12934	12935	852.0
NC_045512.2	12935	12936	850.0
NC_045512.2	12936	12937	848.0
NC_045512.2	12937	12938	850.0
NC_045512.2	12938	12939	846.0
NC_045512.2	12939	12940	855.0
NC_045512.2	12940	12941	853.0
NC_045512.2	12941	12942	857.0
NC_045512.2	12942	12943	857.0
NC_045512.2	12943	12944	851.0
NC_045512.2	12944	12945	855.0
NC_045512.2	12945	12946	853.0
NC_045512.2	12946	12947	857.0
NC_045512.2	12947	12948	856.0
NC_045512.2	12948	12949	858.0
NC_045512.2	12949	12950	856.0
NC_045512.2	12950	12951	852.0
NC_045512.2	12951	12952	854.0
NC_045512.2	12952	12953	848.0
NC_045512.2	12953	12954	848.0
NC_045512.2	12954	12955	844.0
NC_045512.2	12955	12956	842.0
NC_045512.2	12956	12957	840.0
NC_045512.2	12957	12958	834.0
NC_045512.2	12958	12959	828.0
NC_045512.2	12959	12960	823.0
NC_045512.2	12960	12961	798.0
NC_045512.2	12961	12962	802.0
NC_045512.2	12962	12963	804.0
NC_045512.2	12963	12964	740.0
NC_045512.2	12964	12965	741.0
NC_045512.2	12965	12966	738.0
NC_045512.2	12966	12967	712.0
NC_045512.2	12967	12968	707.0
NC_045512.2	12968	12969	707.0
NC_045512.2	12969	12970	708.0
NC_045512.2	12970	12971	705.0
NC_045512.2	12971	12972	710.0
NC_045512.2	12972	12973	713.0
NC_045512.2	12973	12974	712.0
NC_045512.2	12974	12975	710.0
NC_045512.2	12975	12976	707.0
NC_045512.2	12976	12977	711.0
NC_045512.2	12977	12978	710.0
NC_045512.2	12978	12979	710.0
NC_045512.2	12979	12980	704.0
NC_045512.2	12980	12981	707.0
NC_045512.2	12981	12982	707.0
NC_045512.2	12982	12983	713.0
NC_045512.2	12983	12984	712.0
NC_045512.2	12984	12985	711.0
NC_045512.2	12985	12986	717.0
NC_045512.2	12986	12987	716.0
NC_045512.2	12987	12988	718.0
NC_045512.2	12988	12989	723.0
NC_045512.2	12989	12990	725.0
NC_045512.2	12990	12991	726.0
NC_045512.2	12991	12992	732.0
NC_045512.2	12992	12993	730.0
NC_045512.2	12993	12994	731.0
NC_045512.2	12994	12995	731.0
NC_045512.2	12995	12996	728.0
NC_045512.2	12996	12997	730.0
NC_045512.2	12997	12998	730.0
NC_045512.2	12998	12999	733.0
NC_045512.2	12999	13000	739.0
NC_045512.2	13000	13001	741.0
NC_045512.2	13001	13002	743.0
NC_045512.2	13002	13003	745.0
NC_045512.2	13003	13004	747.0
NC_045512.2	13004	13005	752.0
NC_045512.2	13005	13006	887.0
NC_045512.2	13006	13007	1089.0
NC_045512.2	13007	13008	1294.0
NC_045512.2	13008	13009	1424.0
NC_045512.2	13009	13010	1473.0
NC_045512.2	13010	13011	1520.0
NC_045512.2	13011	13012	1614.0
NC_045512.2	13012	13013	1629.0
NC_045512.2	13013	13014	1646.0
NC_045512.2	21208	21209	10.0
NC_045512.2	21209	21210	10.0
NC_045512.2	21210	21211	10.0
NC_045512.2	21211	21212	10.0
NC_045512.2	21212	21213	10.0
NC_045512.2	21213	21214	10.0
NC_045512.2	21214	21215	10.0
NC_045512.2	21215	21216	10.0
NC_045512.2	21216	21217	10.0
NC_045512.2	21217	21218	10.0
NC_045512.2	21218	21219	10.0
NC_045512.2	21219	21220	10.0
NC_045512.2	21220	21221	10.0
NC_045512.2	21221	21222	10.0
NC_045512.2	21222	21223	10.0
NC_045512.2	21223	21224	10.0
NC_045512.2	21224	21225	10.0
NC_045512.2	21225	21226	10.0
NC_045512.2	21226	21227	10.0
NC_045512.2	21227	21228	10.0
NC_045512.2	21228	21229	10.0
NC_045512.2	21229	21230	10.0
NC_045512.2	21230	21231	10.0
NC_045512.2	21231	21232	10.0
NC_045512.2	21232	21233	10.0
NC_045512.2	21233	21234	10.0
NC_045512.2	21234	21235	10.0
NC_045512.2	21235	21236	10.0
NC_045512.2	21236	21237	10.0
NC_045512.2	21237	21238	10.0
NC_045512.2	21238	21239	10.0
NC_045512.2	21239	21240	10.0
NC_045512.2	21240	21241	10.0
NC_045512.2	21241	21242	10.0
NC_045512.2	21242	21243	10.0
NC_045512.2	21243	21244	10.0
NC_045512.2	21244	21245	10.0
NC_045512.2	21245	21246	10.0
NC_045512.2	21246	21247	10.0
NC_045512.2	21247	21248	10.0
NC_045512.2	21248	21249	10.0
NC_045512.2	21249	21250	10.0
NC_045512.2	21250	21251	10.0
NC_045512.2	21251	21252	10.0
NC_045512.2	21252	21253	10.0
NC_045512.2	21253	21254	10.0
NC_045512.2	21254	21255	10.0
NC_045512.2	21255	21256	10.0
NC_045512.2	21256	21257	10.0
NC_045512.2	21257	21258	10.0
NC_045512.2	21258	21259	10.0
NC_045512.2	21259	21260	10.0
NC_045512.2	21260	21261	10.0
NC_045512.2	21261	21262	10.0
NC_045512.2	21262	21263	10.0
NC_045512.2	21263	21264	10.0
NC_045512.2	21264	21265	10.0
NC_045512.2	21265	21266	10.0
NC_045512.2	21266	21267	10.0
NC_045512.2	21267	21268	10.0
NC_045512.2	21268	21269	10.0
NC_045512.2	21269	21270	10.0
NC_045512.2	21270	21271	10.0
NC_045512.2	21271	21272	10.0
NC_045512.2	21272	21273	10.0
NC_045512.2	21273	21274	10.0
NC_045512.2	21274	21275	10.0
NC_045512.2	21275	21276	10.0
NC_045512.2	21276	21277	14.0
NC_045512.2	21277	21278	14.0
NC_045512.2	21278	21279	14.0
NC_045512.2	21279	21280	14.0
NC_045512.2	21280	21281	14.0
NC_045512.2	21281	21282	14.0
NC_045512.2	21282	21283	14.0
NC_045512.2	21283	21284	14.0
NC_045512.2	21284	21285	14.0
NC_045512.2	21285	21286	14.0
NC_045512.2	21286	21287	14.0
NC_045512.2	21287	21288	14.0
NC_045512.2	21288	21289	14.0
NC_045512.2	21289	21290	14.0
NC_045512.2	21290	21291	14.0
NC_045512.2	21291	21292	14.0
NC_045512.2	21292	21293	12.0
NC_045512.2	21293	21294	12.0
NC_045512.2	21294	21295	12.0
NC_045512.2	21295	21296	12.0
NC_045512.2	21296	21297	12.0
NC_045512.2	21297	21298	12.0
NC_045512.2	21298	21299	12.0
NC_045512.2	21299	21300	12.0
NC_045512.2	21300	21301	12.0
NC_045512.2	21301	21302	12.0
NC_045512.2	21302	21303	12.0
NC_045512.2	21303	21304	12.0
NC_045512.2	21304	21305	12.0
NC_045512.2	21305	21306	12.0
NC_045512.2	21306	21307	12.0
NC_045512.2	21307	21308	12.0
NC_045512.2	21308	21309	12.0
NC_045512.2	21309	21310	12.0
NC_045512.2	21310	21311	12.0
NC_045512.2	21311	21312	12.0
NC_045512.2	21312	21313	12.0
NC_045512.2	21313	21314	12.0
NC_045512.2	21314	21315	12.0
NC_045512.2	21315	21316	12.0
NC_045512.2	21316	21317	12.0
NC_045512.2	21317	21318	12.0
NC_045512.2	21318	21319	10.0
NC_045512.2	21319	21320	10.0
NC_045512.2	21320	21321	10.0
NC_045512.2	21321	21322	10.0
NC_045512.2	21322	21323	10.0
NC_045512.2	21323	21324	10.0
NC_045512.2	21324	21325	10.0
NC_045512.2	21325	21326	10.0
NC_045512.2	21326	21327	10.0
NC_045512.2	21327	21328	10.0
NC_045512.2	21328	21329	9.0
NC_045512.2	21329	21330	9.0
NC_045512.2	21330	21331	9.0
NC_045512.2	21331	21332	9.0
NC_045512.2	21332	21333	9.0
NC_045512.2	21333	21334	9.0
NC_045512.2	21334	21335	9.0
NC_045512.2	21335	21336	9.0
NC_045512.2	21336	21337	9.0
NC_045512.2	21337	21338	9.0
NC_045512.2	21338	21339	9.0
NC_045512.2	21339	21340	9.0
NC_045512.2	21340	21341	9.0
NC_045512.2	21341	21342	9.0
NC_045512.2	21342	21343	9.0
NC_045512.2	21343	21344	9.0
NC_045512.2	21344	21345	9.0
NC_045512.2	21345	21346	8.0
NC_045512.2	21346	21347	9.0
NC_045512.2	21347	21348	9.0
NC_045512.2	21348	21349	9.0
NC_045512.2	21349	21350	9.0
NC_045512.2	21350	21351	9.0
NC_045512.2	21351	21352	9.0
NC_045512.2	21352	21353	9.0
NC_045512.2	21353	21354	9.0
NC_045512.2	21354	21355	9.0
NC_045512.2	21355	21356	9.0
NC_045512.2	21356	21357	9.0
NC_045512.2	21357	21358	9.0
NC_045512.2	21358	21359	12.0
NC_045512.2	21359	21360	15.0
NC_045512.2	21360	21361	15.0
NC_045512.2	21361	21362	22.0
NC_045512.2	21362	21363	23.0
NC_045512.2	21363	21364	25.0
NC_045512.2	21364	21365	26.0
NC_045512.2	21365	21366	26.0
NC_045512.2	21366	21367	26.0
NC_045512.2	21367	21368	26.0
NC_045512.2	21368	21369	26.0
NC_045512.2	21369	21370	26.0
NC_045512.2	21370	21371	26.0
NC_045512.2	21371	21372	26.0
NC_045512.2	21372	21373	28.0
NC_045512.2	21373	21374	28.0
NC_045512.2	21374	21375	28.0
NC_045512.2	21375	21376	28.0
NC_045512.2	21376	21377	28.0
NC_045512.2	21377	21378	28.0
NC_045512.2	21378	21379	28.0
NC_045512.2	21379	21380	28.0
NC_045512.2	21380	21381	28.0
NC_045512.2	21381	21382	28.0
NC_045512.2	21382	21383	28.0
NC_045512.2	21383	21384	28.0
NC_045512.2	21384	21385	28.0
NC_045512.2	21385	21386	28.0
NC_045512.2	21386	21387	28.0
NC_045512.2	21387	21388	27.0
NC_045512.2	21388	21389	27.0
NC_045512.2	21389	21390	27.0
NC_045512.2	21390	21391	27.0
NC_045512.2	21391	21392	27.0
NC_045512.2	21392	21393	27.0
NC_045512.2	21393	21394	27.0
NC_045512.2	21394	21395	27.0
NC_045512.2	21395	21396	27.0
NC_045512.2	21396	21397	27.0
NC_045512.2	21397	21398	27.0
NC_045512.2	21398	21399	27.0
NC_045512.2	21399	21400	27.0
NC_045512.2	21400	21401	27.0
NC_045512.2	21401	21402	27.0
NC_045512.2	21402	21403	27.0
NC_045512.2	21403	21404	27.0
NC_045512.2	21404	21405	27.0
NC_045512.2	21405	21406	27.0
NC_045512.2	21406	21407	27.0
NC_045512.2	21407	21408	27.0
NC_045512.2	21408	21409	26.0
NC_045512.2	21409	21410	26.0
NC_045512.2	21410	21411	26.0
NC_045512.2	21411	21412	26.0
NC_045512.2	21412	21413	26.0
NC_045512.2	21413	21414	26.0
NC_045512.2	21414	21415	26.0
NC_045512.2	21415	21416	26.0
NC_045512.2	21416	21417	26.0
NC_045512.2	21417	21418	26.0
NC_045512.2	21418	21419	26.0
NC_045512.2	21419	21420	26.0
NC_045512.2	21420	21421	25.0
NC_045512.2	21421	21422	25.0
NC_045512.2	21422	21423	25.0
NC_045512.2	21423	21424	24.0
NC_045512.2	21424	21425	24.0
NC_045512.2	21425	21426	24.0
NC_045512.2	21426	21427	24.0
NC_045512.2	21427	21428	24.0
NC_045512.2	21428	21429	24.0
NC_045512.2	21429	21430	24.0
NC_045512.2	21430	21431	24.0
NC_045512.2	21431	21432	24.0
NC_045512.2	21432	21433	24.0
NC_045512.2	21433	21434	24.0
NC_045512.2	21434	21435	24.0
NC_045512.2	21435	21436	24.0
NC_045512.2	21436	21437	24.0
NC_045512.2	21437	21438	24.0
NC_045512.2	21438	21439	24.0
NC_045512.2	21439	21440	24.0
NC_045512.2	21440	21441	24.0
NC_045512.2	21441	21442	24.0
NC_045512.2	21442	21443	24.0
NC_045512.2	21443	21444	24.0
NC_045512.2	21444	21445	24.0
NC_045512.2	21445	21446	24.0
NC_045512.2	21446	21447	24.0
NC_045512.2	21447	21448	24.0
NC_045512.2	21448	21449	22.0
NC_045512.2	241	242	364.0
NC_045512.2	242	243	366.0
NC_045512.2	243	244	365.0
NC_045512.2	244	245	365.0
NC_045512.2	245	246	363.0
NC_045512.2	246	247	361.0
NC_045512.2	247	248	361.0
NC_045512.2	248	249	353.0
NC_045512.2	249	250	351.0
NC_045512.2	250	251	349.0
NC_045512.2	251	252	351.0
NC_045512.2	252	253	351.0
NC_045512.2	253	254	355.0
NC_045512.2	254	255	357.0
NC_045512.2	255	256	357.0
NC_045512.2	256	257	357.0
NC_045512.2	257	258	357.0
NC_045512.2	258	259	358.0
NC_045512.2	259	260	360.0
NC_045512.2	260	261	358.0
NC_045512.2	261	262	358.0
NC_045512.2	262	263	364.0
NC_045512.2	263	264	365.0
NC_045512.2	264	265	363.0
NC_045512.2	265	266	365.0
NC_045512.2	266	267	366.0
NC_045512.2	267	268	365.0
NC_045512.2	268	269	365.0
NC_045512.2	269	270	365.0
NC_045512.2	270	271	365.0
NC_045512.2	271	272	362.0
NC_045512.2	272	273	362.0
NC_045512.2	273	274	364.0
NC_045512.2	274	275	366.0
NC_045512.2	275	276	364.0
NC_045512.2	276	277	362.0
NC_045512.2	277	278	362.0
NC_045512.2	278	279	358.0
NC_045512.2	279	280	358.0
NC_045512.2	280	281	357.0
NC_045512.2	281	282	353.0
NC_045512.2	282	283	349.0
NC_045512.2	283	284	346.0
NC_045512.2	284	285	325.0
NC_045512.2	285	286	309.0
NC_045512.2	286	287	301.0
NC_045512.2	287	288	292.0
NC_045512.2	288	289	293.0
NC_045512.2	289	290	291.0
NC_045512.2	290	291	290.0
NC_045512.2	291	292	289.0
NC_045512.2	292	293	289.0
NC_045512.2	293	294	289.0
NC_045512.2	294	295	289.0
NC_045512.2	295	296	289.0
NC_045512.2	296	297	289.0
NC_045512.2	297	298	289.0
NC_045512.2	298	299	289.0
NC_045512.2	299	300	291.0
NC_045512.2	300	301	293.0
NC_045512.2	301	302	293.0
NC_045512.2	302	303	292.0
NC_045512.2	303	304	293.0
NC_045512.2	304	305	294.0
NC_045512.2	305	306	293.0
NC_045512.2	306	307	295.0
NC_045512.2	307	308	295.0
NC_045512.2	308	309	295.0
NC_045512.2	309	310	295.0
NC_045512.2	310	311	295.0
NC_045512.2	311	312	294.0
NC_045512.2	312	313	294.0
NC_045512.2	313	314	295.0
NC_045512.2	314	315	299.0
NC_045512.2	315	316	299.0
NC_045512.2	316	317	298.0
NC_045512.2	317	318	302.0
NC_045512.2	318	319	303.0
NC_045512.2	319	320	305.0
NC_045512.2	320	321	487.0
NC_045512.2	321	322	500.0
NC_045512.2	322	323	542.0
NC_045512.2	323	324	544.0
NC_045512.2	324	325	576.0
NC_045512.2	325	326	581.0
NC_045512.2	326	327	590.0
NC_045512.2	327	328	595.0
NC_045512.2	328	329	600.0
NC_045512.2	329	330	598.0
NC_045512.2	330	331	600.0
NC_045512.2	331	332	601.0
NC_045512.2	332	333	599.0
NC_045512.2	333	334	599.0
NC_045512.2	334	335	602.0
NC_045512.2	335	336	604.0
NC_045512.2	336	337	604.0
NC_045512.2	337	338	606.0
NC_045512.2	338	339	608.0
NC_045512.2	339	340	610.0
NC_045512.2	340	341	610.0
NC_045512.2	341	342	610.0
NC_045512.2	342	343	608.0
NC_045512.2	343	344	604.0
NC_045512.2	344	345	604.0
NC_045512.2	345	346	609.0
NC_045512.2	346	347	609.0
NC_045512.2	347	348	610.0
NC_045512.2	348	349	611.0
NC_045512.2	349	350	611.0
NC_045512.2	350	351	616.0
NC_045512.2	351	352	615.0
NC_045512.2	352	353	613.0
NC_045512.2	353	354	612.0
NC_045512.2	354	355	614.0
NC_045512.2	355	356	612.0
NC_045512.2	356	357	613.0
NC_045512.2	357	358	613.0
NC_045512.2	358	359	614.0
NC_045512.2	359	360	614.0
NC_045512.2	360	361	615.0
NC_045512.2	361	362	615.0
NC_045512.2	362	363	615.0
NC_045512.2	363	364	617.0
NC_045512.2	364	365	618.0
NC_045512.2	365	366	618.0
NC_045512.2	366	367	616.0
NC_045512.2	367	368	617.0
NC_045512.2	368	369	618.0
NC_045512.2	369	370	616.0
NC_045512.2	370	371	616.0
NC_045512.2	371	372	618.0
NC_045512.2	372	373	620.0
NC_045512.2	373	374	621.0
NC_045512.2	374	375	622.0
NC_045512.2	375	376	625.0
NC_045512.2	376	377	625.0
NC_045512.2	377	378	624.0
NC_045512.2	378	379	623.0
NC_045512.2	379	380	623.0
NC_045512.2	380	381	622.0
NC_045512.2	381	382	622.0
NC_045512.2	382	383	622.0
NC_045512.2	383	384	622.0
NC_045512.2	384	385	620.0
NC_045512.2	385	386	623.0
NC_045512.2	386	387	624.0
NC_045512.2	387	388	626.0
NC_045512.2	388	389	626.0
NC_045512.2	389	390	627.0
NC_045512.2	390	391	626.0
NC_045512.2	391	392	629.0
NC_045512.2	392	393	626.0
NC_045512.2	393	394	625.0
NC_045512.2	394	395	625.0
NC_045512.2	395	396	624.0
NC_045512.2	396	397	624.0
NC_045512.2	397	398	625.0
NC_045512.2	398	399	623.0
NC_045512.2	399	400	618.0
NC_045512.2	400	401	611.0
NC_045512.2	401	402	609.0
NC_045512.2	402	403	608.0
NC_045512.2	403	404	595.0
NC_045512.2	404	405	590.0
NC_045512.2	405	406	578.0
NC_045512.2	406	407	554.0
NC_045512.2	407	408	449.0
NC_045512.2	408	409	447.0
NC_045512.2	409	410	426.0
NC_045512.2	410	411	376.0
NC_045512.2	411	412	374.0
NC_045512.2	412	413	372.0
NC_045512.2	413	414	370.0
NC_045512.2	414	415	370.0
NC_045512.2	415	416	372.0
NC_045512.2	416	417	373.0
NC_045512.2	417	418	373.0
NC_045512.2	418	419	374.0
NC_045512.2	419	420	376.0
NC_045512.2	420	421	376.0
NC_045512.2	421	422	374.0
NC_045512.2	422	423	374.0
NC_045512.2	423	424	374.0
NC_045512.2	424	425	372.0
NC_045512.2	425	426	366.0
NC_045512.2	426	427	364.0
NC_045512.2	427	428	362.0
NC_045512.2	428	429	362.0
NC_045512.2	429	430	362.0
NC_045512.2	430	431	360.0
NC_045512.2	431	432	358.0
NC_045512.2	432	433	358.0
NC_045512.2	433	434	356.0
NC_045512.2	434	435	356.0
NC_045512.2	435	436	353.0
NC_045512.2	436	437	353.0
NC_045512.2	437	438	349.0
NC_045512.2	438	439	349.0
NC_045512.2	439	440	349.0
NC_045512.2	440	441	347.0
NC_045512.2	441	442	345.0
NC_045512.2	442	443	346.0
NC_045512.2	443	444	344.0
NC_045512.2	444	445	346.0
NC_045512.2	445	446	344.0
NC_045512.2	446	447	344.0
NC_045512.2	447	448	344.0
NC_045512.2	448	449	344.0
NC_045512.2	449	450	345.0
NC_045512.2	450	451	341.0
NC_045512.2	451	452	339.0
NC_045512.2	452	453	337.0
NC_045512.2	453	454	338.0
NC_045512.2	454	455	342.0
NC_045512.2	455	456	341.0
NC_045512.2	456	457	341.0
NC_045512.2	457	458	341.0
NC_045512.2	458	459	342.0
NC_045512.2	459	460	346.0
NC_045512.2	460	461	347.0
NC_045512.2	461	462	343.0
NC_045512.2	462	463	345.0
NC_045512.2	463	464	344.0
NC_045512.2	464	465	349.0
NC_045512.2	465	466	347.0
NC_045512.2	466	467	342.0
NC_045512.2	467	468	345.0
NC_045512.2	468	469	345.0
NC_045512.2	469	470	347.0
NC_045512.2	470	471	348.0
NC_045512.2	471	472	359.0
NC_045512.2	472	473	357.0
NC_045512.2	473	474	363.0
NC_045512.2	474	475	378.0
NC_045512.2	475	476	410.0
NC_045512.2	476	477	408.0
NC_045512.2	477	478	416.0
NC_045512.2	478	479	414.0
NC_045512.2	479	480	418.0
NC_045512.2	480	481	417.0
NC_045512.2	481	482	419.0
NC_045512.2	26751	26752	593.0
NC_045512.2	26752	26753	596.0
NC_045512.2	26753	26754	597.0
NC_045512.2	26754	26755	595.0
NC_045512.2	26755	26756	595.0
NC_045512.2	26756	26757	599.0
NC_045512.2	26757	26758	601.0
NC_045512.2	26758	26759	603.0
NC_045512.2	26759	26760	605.0
NC_045512.2	26760	26761	605.0
NC_045512.2	26761	26762	603.0
NC_045512.2	26762	26763	603.0
NC_045512.2	26763	26764	605.0
NC_045512.2	26764	26765	604.0
NC_045512.2	26765	26766	604.0
NC_045512.2	26766	26767	608.0
NC_045512.2	26767	26768	608.0
NC_045512.2	26768	26769	611.0
NC_045512.2	26769	26770	611.0
NC_045512.2	26770	26771	609.0
NC_045512.2	26771	26772	604.0
NC_045512.2	26772	26773	606.0
NC_045512.2	26773	26774	596.0
NC_045512.2	26774	26775	595.0
NC_045512.2	26775	26776	568.0
NC_045512.2	26776	26777	553.0
NC_045512.2	26777	26778	549.0
NC_045512.2	26778	26779	548.0
NC_045512.2	26779	26780	539.0
NC_045512.2	26780	26781	543.0
NC_045512.2	26781	26782	544.0
NC_045512.2	26782	26783	545.0
NC_045512.2	26783	26784	547.0
NC_045512.2	26784	26785	547.0
NC_045512.2	26785	26786	543.0
NC_045512.2	26786	26787	539.0
NC_045512.2	26787	26788	539.0
NC_045512.2	26788	26789	543.0
NC_045512.2	26789	26790	542.0
NC_045512.2	26790	26791	544.0
NC_045512.2	26791	26792	544.0
NC_045512.2	26792	26793	547.0
NC_045512.2	26793	26794	549.0
NC_045512.2	26794	26795	550.0
NC_045512.2	26795	26796	551.0
NC_045512.2	26796	26797	559.0
NC_045512.2	26797	26798	558.0
NC_045512.2	26798	26799	562.0
NC_045512.2	26799	26800	563.0
NC_045512.2	26800	26801	565.0
NC_045512.2	26801	26802	566.0
NC_045512.2	26802	26803	565.0
NC_045512.2	26803	26804	567.0
NC_045512.2	26804	26805	567.0
NC_045512.2	26805	26806	566.0
NC_045512.2	26806	26807	566.0
NC_045512.2	26807	26808	565.0
NC_045512.2	26808	26809	565.0
NC_045512.2	26809	26810	571.0
NC_045512.2	26810	26811	574.0
NC_045512.2	26811	26812	576.0
NC_045512.2	26812	26813	575.0
NC_045512.2	26813	26814	576.0
NC_045512.2	26814	26815	580.0
NC_045512.2	26815	26816	578.0
NC_045512.2	26816	26817	583.0
NC_045512.2	26817	26818	586.0
NC_045512.2	26818	26819	586.0
NC_045512.2	26819	26820	589.0
NC_045512.2	26820	26821	597.0
NC_045512.2	26821	26822	597.0
NC_045512.2	26822	26823	597.0
NC_045512.2	26823	26824	595.0
NC_045512.2	26824	26825	594.0
NC_045512.2	26825	26826	598.0
NC_045512.2	26826	26827	598.0
NC_045512.2	26827	26828	602.0
NC_045512.2	26828	26829	605.0
NC_045512.2	26829	26830	601.0
NC_045512.2	26830	26831	605.0
NC_045512.2	26831	26832	605.0
NC_045512.2	26832	26833	606.0
NC_045512.2	26833	26834	608.0
NC_045512.2	26834	26835	608.0
NC_045512.2	26835	26836	682.0
NC_045512.2	26836	26837	720.0
NC_045512.2	26837	26838	831.0
NC_045512.2	26838	26839	1080.0
NC_045512.2	26839	26840	1222.0
NC_045512.2	26840	26841	1236.0
NC_045512.2	26841	26842	1320.0
NC_045512.2	26842	26843	1323.0
NC_045512.2	26843	26844	1333.0
NC_045512.2	26844	26845	1340.0
NC_045512.2	26845	26846	1338.0
NC_045512.2	26846	26847	1337.0
NC_045512.2	26847	26848	1339.0
NC_045512.2	26848	26849	1346.0
NC_045512.2	26849	26850	1348.0
NC_045512.2	26850	26851	1354.0
NC_045512.2	26851	26852	1354.0
NC_045512.2	26852	26853	1354.0
NC_045512.2	26853	26854	1356.0
NC_045512.2	26854	26855	1360.0
NC_045512.2	26855	26856	1362.0
NC_045512.2	26856	26857	1364.0
NC_045512.2	26857	26858	1369.0
NC_045512.2	26858	26859	1365.0
NC_045512.2	26859	26860	1365.0
NC_045512.2	26860	26861	1365.0
NC_045512.2	26861	26862	1367.0
NC_045512.2	26862	26863	1366.0
NC_045512.2	26863	26864	1363.0
NC_045512.2	26864	26865	1362.0
NC_045512.2	26865	26866	1362.0
NC_045512.2	26866	26867	1364.0
NC_045512.2	26867	26868	1363.0
NC_045512.2	26868	26869	1363.0
NC_045512.2	26869	26870	1362.0
NC_045512.2	26870	26871	1362.0
NC_045512.2	26871	26872	1365.0
NC_045512.2	26872	26873	1365.0
NC_045512.2	26873	26874	1364.0
NC_045512.2	26874	26875	1360.0
NC_045512.2	26875	26876	1360.0
NC_045512.2	26876	26877	1358.0
NC_045512.2	26877	26878	1359.0
NC_045512.2	26878	26879	1367.0
NC_045512.2	26879	26880	1367.0
NC_045512.2	26880	26881	1364.0
NC_045512.2	26881	26882	1369.0
NC_045512.2	26882	26883	1368.0
NC_045512.2	26883	26884	1367.0
NC_045512.2	26884	26885	1369.0
NC_045512.2	26885	26886	1374.0
NC_045512.2	26886	26887	1373.0
NC_045512.2	26887	26888	1376.0
NC_045512.2	26888	26889	1376.0
NC_045512.2	26889	26890	1372.0
NC_045512.2	26890	26891	1366.0
NC_045512.2	26891	26892	1370.0
NC_045512.2	26892	26893	1370.0
NC_045512.2	26893	26894	1374.0
NC_045512.2	26894	26895	1375.0
NC_045512.2	26895	26896	1375.0
NC_045512.2	26896	26897	1378.0
NC_045512.2	26897	26898	1379.0
NC_045512.2	26898	26899	1381.0
NC_045512.2	26899	26900	1387.0
NC_045512.2	26900	26901	1385.0
NC_045512.2	26901	26902	1393.0
NC_045512.2	26902	26903	1387.0
NC_045512.2	26903	26904	1388.0
NC_045512.2	26904	26905	1385.0
NC_045512.2	26905	26906	1383.0
NC_045512.2	26906	26907	1382.0
NC_045512.2	26907	26908	1376.0
NC_045512.2	26908	26909	1364.0
NC_045512.2	26909	26910	1323.0
NC_045512.2	26910	26911	1298.0
NC_045512.2	26911	26912	1125.0
NC_045512.2	26912	26913	907.0
NC_045512.2	26913	26914	903.0
NC_045512.2	26914	26915	903.0
NC_045512.2	26915	26916	904.0
NC_045512.2	26916	26917	909.0
NC_045512.2	26917	26918	910.0
NC_045512.2	26918	26919	913.0
NC_045512.2	26919	26920	913.0
NC_045512.2	26920	26921	913.0
NC_045512.2	26921	26922	914.0
NC_045512.2	26922	26923	917.0
NC_045512.2	26923	26924	916.0
NC_045512.2	26924	26925	915.0
NC_045512.2	26925	26926	913.0
NC_045512.2	26926	26927	914.0
NC_045512.2	26927	26928	913.0
NC_045512.2	26928	26929	917.0
NC_045512.2	26929	26930	919.0
NC_045512.2	26930	26931	928.0
NC_045512.2	26931	26932	935.0
NC_045512.2	26932	26933	935.0
NC_045512.2	26933	26934	934.0
NC_045512.2	26934	26935	933.0
NC_045512.2	26935	26936	938.0
NC_045512.2	26936	26937	939.0
NC_045512.2	26937	26938	938.0
NC_045512.2	26938	26939	941.0
NC_045512.2	26939	26940	945.0
NC_045512.2	26940	26941	945.0
NC_045512.2	26941	26942	949.0
NC_045512.2	26942	26943	955.0
NC_045512.2	26943	26944	957.0
